x,y,layer1,layer2,voltage1,voltage2,current
2308.72,909.787,LAYER_2,BOTTOM_LAYER,0.0366383,0.0366384,-0.000133987
2308.72,1027.9,TOP_LAYER,LAYER_1,0.0366444,0.0366445,-0.000641225
2308.72,1027.9,LAYER_1,LAYER_2,0.0366445,0.0366444,0.000142195
2308.72,1027.9,LAYER_2,BOTTOM_LAYER,0.0366444,0.0366444,0.000142195
2308.72,1106.64,TOP_LAYER,LAYER_1,0.0366501,0.0366506,-0.00246352
2308.72,1106.64,LAYER_1,LAYER_2,0.0366506,0.0366493,0.00118263
2308.72,1106.64,LAYER_2,BOTTOM_LAYER,0.0366493,0.036649,0.00118263
2308.72,1195.22,TOP_LAYER,LAYER_1,0.0366582,0.0366586,-0.00207332
2308.72,1195.22,LAYER_1,LAYER_2,0.0366586,0.0366565,0.00192092
2308.72,1195.22,LAYER_2,BOTTOM_LAYER,0.0366565,0.0366561,0.00192092
2309.87,1324.97,TOP_LAYER,LAYER_1,0.036667,0.0366707,-0.00886327
2309.87,1324.97,LAYER_1,LAYER_2,0.0366707,0.0366708,-6.06949e-05
2309.87,1324.97,LAYER_2,BOTTOM_LAYER,0.0366708,0.0366708,-6.06949e-05
2309.87,1353.19,TOP_LAYER,LAYER_1,0.0366686,0.0366712,-0.00635227
2309.87,1353.19,LAYER_1,LAYER_2,0.0366712,0.0366718,-0.000274048
2309.87,1353.19,LAYER_2,BOTTOM_LAYER,0.0366718,0.036672,-0.000274048
2309.87,1381.4,TOP_LAYER,LAYER_1,0.0366692,0.0366703,-0.00257087
2309.87,1381.4,LAYER_1,LAYER_2,0.0366703,0.0366699,0.000179663
2309.87,1381.4,LAYER_2,BOTTOM_LAYER,0.0366699,0.0366698,0.000179663
2309.87,1409.62,TOP_LAYER,LAYER_1,0.0366708,0.0366703,0.00125271
2309.87,1409.62,LAYER_1,LAYER_2,0.0366703,0.0366699,0.000179663
2309.87,1409.62,LAYER_2,BOTTOM_LAYER,0.0366699,0.0366698,0.000179663
2328.4,1283.8,TOP_LAYER,LAYER_1,0.0366629,0.0366631,-0.000941896
2328.4,1283.8,LAYER_1,LAYER_2,0.0366631,0.0366626,0.000445269
2328.4,1283.8,LAYER_2,BOTTOM_LAYER,0.0366626,0.0366625,0.000445269
2348.09,949.157,TOP_LAYER,LAYER_1,0.0366409,0.0366407,0.000837282
2348.09,949.157,LAYER_1,LAYER_2,0.0366407,0.0366409,-0.000162701
2348.09,949.157,LAYER_2,BOTTOM_LAYER,0.0366409,0.0366409,-0.000162701
2348.09,1195.22,TOP_LAYER,LAYER_1,0.0366559,0.0366561,-0.00133724
2348.09,1195.22,LAYER_1,LAYER_2,0.0366561,0.0366555,0.000568729
2348.09,1195.22,LAYER_2,BOTTOM_LAYER,0.0366555,0.0366554,0.000568729
2345.3,1324.97,TOP_LAYER,LAYER_1,0.036667,0.0366663,0.00161453
2345.3,1324.97,LAYER_1,LAYER_2,0.0366663,0.0366653,0.000429331
2345.3,1324.97,LAYER_2,BOTTOM_LAYER,0.0366653,0.0366651,0.000429331
2345.3,1353.19,TOP_LAYER,LAYER_1,0.0366686,0.0366678,0.00185444
2345.3,1353.19,LAYER_1,LAYER_2,0.0366678,0.0366664,0.000598171
2345.3,1353.19,LAYER_2,BOTTOM_LAYER,0.0366664,0.0366662,0.000598171
2345.3,1381.4,TOP_LAYER,LAYER_1,0.0366692,0.0366684,0.00202304
2345.3,1381.4,LAYER_1,LAYER_2,0.0366684,0.0366658,0.00110745
2345.3,1381.4,LAYER_2,BOTTOM_LAYER,0.0366658,0.0366653,0.00110745
2345.3,1409.62,TOP_LAYER,LAYER_1,0.0366692,0.0366684,0.00202304
2345.3,1409.62,LAYER_1,LAYER_2,0.0366684,0.0366658,0.00110745
2345.3,1409.62,LAYER_2,BOTTOM_LAYER,0.0366658,0.0366653,0.00110745
2348.09,1451.13,TOP_LAYER,LAYER_1,0.0366715,0.0366686,0.0145269
2348.09,1451.13,LAYER_1,LAYER_2,0.0366686,0.0366635,0.00470574
2348.09,1451.13,LAYER_2,BOTTOM_LAYER,0.0366635,0.0366626,0.00437371
2352.02,1234.59,TOP_LAYER,LAYER_1,0.0366592,0.0366595,-0.00167631
2352.02,1234.59,LAYER_1,LAYER_2,0.0366595,0.036659,0.00054075
2352.02,1234.59,LAYER_2,BOTTOM_LAYER,0.036659,0.0366588,0.00054075
2387.46,949.157,TOP_LAYER,LAYER_1,0.0366413,0.0366409,0.00167985
2387.46,949.157,LAYER_1,LAYER_2,0.0366409,0.0366415,-0.000498682
2387.46,949.157,LAYER_2,BOTTOM_LAYER,0.0366415,0.0366416,-0.000498682
2387.46,988.527,TOP_LAYER,LAYER_1,0.036643,0.0366429,0.000493305
2387.46,988.527,LAYER_1,LAYER_2,0.0366429,0.0366433,-0.000348576
2387.46,988.527,LAYER_2,BOTTOM_LAYER,0.0366433,0.0366433,-0.000348576
2387.46,1027.9,TOP_LAYER,LAYER_1,0.036645,0.0366449,0.000200226
2387.46,1027.9,LAYER_1,LAYER_2,0.0366449,0.0366452,-0.000212113
2387.46,1027.9,LAYER_2,BOTTOM_LAYER,0.0366452,0.0366452,-0.000212113
2387.46,1067.27,TOP_LAYER,LAYER_1,0.0366472,0.0366472,-0.000143627
2387.46,1067.27,LAYER_1,LAYER_2,0.0366472,0.0366472,-1.01114e-05
2387.46,1067.27,LAYER_2,BOTTOM_LAYER,0.0366472,0.0366472,-1.01114e-05
2387.46,1106.64,TOP_LAYER,LAYER_1,0.0366497,0.0366498,-0.00052658
2387.46,1106.64,LAYER_1,LAYER_2,0.0366498,0.0366495,0.000279576
2387.46,1106.64,LAYER_2,BOTTOM_LAYER,0.0366495,0.0366494,0.000279576
2416.99,1136.16,TOP_LAYER,LAYER_1,0.0366506,0.03665,0.00312609
2416.99,1136.16,LAYER_1,LAYER_2,0.03665,0.0366494,0.000534759
2416.99,1136.16,LAYER_2,BOTTOM_LAYER,0.0366494,0.0366493,0.000534759
2446.51,1165.69,TOP_LAYER,LAYER_1,0.0366522,0.0366513,0.00462366
2446.51,1165.69,LAYER_1,LAYER_2,0.0366513,0.0366505,0.000704088
2446.51,1165.69,LAYER_2,BOTTOM_LAYER,0.0366505,0.0366504,0.000704088
2454.39,1455.67,TOP_LAYER,LAYER_1,0,0,-0
2454.39,1455.67,LAYER_1,LAYER_2,0,0,-0
2454.39,1455.67,LAYER_2,BOTTOM_LAYER,0,0,-0
2462.26,1396.01,TOP_LAYER,LAYER_1,48.0366,48.0366,-3.56494e-11
2462.26,1396.01,LAYER_1,LAYER_2,48.0366,48.0366,-5.18066e-11
2462.26,1396.01,LAYER_2,BOTTOM_LAYER,48.0366,48.0366,-1.06948e-10
2485.88,1165.69,TOP_LAYER,LAYER_1,0.0366491,0.0366489,0.00110106
2485.88,1165.69,LAYER_1,LAYER_2,0.0366489,0.0366496,-0.00064191
2485.88,1165.69,LAYER_2,BOTTOM_LAYER,0.0366496,0.0366498,-0.00064191
2525.25,1470.81,TOP_LAYER,LAYER_1,0.0366491,0.0366481,0.0050629
2525.25,1470.81,LAYER_1,LAYER_2,0.0366481,0.0366458,0.0021148
2525.25,1470.81,LAYER_2,BOTTOM_LAYER,0.0366458,0.0366454,0.0021148
2544.94,1210.97,TOP_LAYER,LAYER_1,0.0366475,0.0366472,0.00119937
2544.94,1210.97,LAYER_1,LAYER_2,0.0366472,0.0366456,0.00152493
2544.94,1210.97,LAYER_2,BOTTOM_LAYER,0.0366456,0.0366453,0.00152493
2564.62,1470.81,TOP_LAYER,LAYER_1,0.0366479,0.0366471,0.00370202
2564.62,1470.81,LAYER_1,LAYER_2,0.0366471,0.0366451,0.00185841
2564.62,1470.81,LAYER_2,BOTTOM_LAYER,0.0366451,0.0366447,0.00185841
2682.73,1333.01,TOP_LAYER,LAYER_1,48.0366,48.0366,-3.56494e-11
2682.73,1333.01,LAYER_1,LAYER_2,48.0366,48.0366,-3.23791e-11
2682.73,1333.01,LAYER_2,BOTTOM_LAYER,48.0366,48.0366,-7.12988e-11
2684.7,1273.96,TOP_LAYER,LAYER_1,0.0366435,0.0366432,0.00138264
2684.7,1273.96,LAYER_1,LAYER_2,0.0366432,0.036642,0.0011467
2684.7,1273.96,LAYER_2,BOTTOM_LAYER,0.036642,0.0366418,0.0011467
2724.89,660.94,TOP_LAYER,LAYER_1,0.0366228,0.0366232,-0.00379552
2724.89,660.94,LAYER_1,LAYER_2,0.0366232,0.036625,-0.00243519
2724.89,660.94,LAYER_2,BOTTOM_LAYER,0.036625,0.0366253,-0.00243519
2724.89,739.68,TOP_LAYER,LAYER_1,0.0366259,0.0366261,-0.00159684
2724.89,739.68,LAYER_1,LAYER_2,0.0366261,0.0366271,-0.00131967
2724.89,739.68,LAYER_2,BOTTOM_LAYER,0.0366271,0.0366273,-0.00131967
2724.89,818.42,TOP_LAYER,LAYER_1,0.0366284,0.0366286,-0.00174404
2724.89,818.42,LAYER_1,LAYER_2,0.0366286,0.0366293,-0.000866816
2724.89,818.42,LAYER_2,BOTTOM_LAYER,0.0366293,0.0366294,-0.000866816
2724.89,897.16,TOP_LAYER,LAYER_1,0.0366313,0.0366314,-0.000654555
2724.89,897.16,LAYER_1,LAYER_2,0.0366314,0.0366316,-0.000257115
2724.89,897.16,LAYER_2,BOTTOM_LAYER,0.0366316,0.0366316,-0.000257115
2724.89,975.9,TOP_LAYER,LAYER_1,0.0366331,0.0366333,-0.00210825
2724.89,975.9,LAYER_1,LAYER_2,0.0366333,0.0366337,-0.000527627
2724.89,975.9,LAYER_2,BOTTOM_LAYER,0.0366337,0.0366338,-0.000527627
2724.89,1054.64,TOP_LAYER,LAYER_1,0.0366344,0.0366346,-0.00176657
2724.89,1054.64,LAYER_1,LAYER_2,0.0366346,0.0366349,-0.000389804
2724.89,1054.64,LAYER_2,BOTTOM_LAYER,0.0366349,0.036635,-0.000389804
2731.95,1500.34,TOP_LAYER,LAYER_1,89.0905,89.0905,-0
2731.95,1500.34,LAYER_1,LAYER_2,89.0905,89.0905,-5.18066e-11
2731.95,1500.34,LAYER_2,BOTTOM_LAYER,89.0905,89.0905,-1.42598e-10
2781.16,1061.36,TOP_LAYER,LAYER_1,0.0366346,0.0366352,-0.00318045
2781.16,1061.36,LAYER_1,LAYER_2,0.0366352,0.0366358,-0.000594626
2781.16,1061.36,LAYER_2,BOTTOM_LAYER,0.0366358,0.036636,-0.000594626
2823.31,31.0185,TOP_LAYER,LAYER_1,0.0366117,0.0366122,-0.00448874
2823.31,31.0185,LAYER_1,LAYER_2,0.0366122,0.0366148,-0.00360371
2823.31,31.0185,LAYER_2,BOTTOM_LAYER,0.0366148,0.0366153,-0.00360371
